P0ABA0;3.1175339222;pfam;5105;5
P0AB98;4.16230392456;pfam;7228;5
P42259;19.7576508522;pfam;81051;5
P35089;1.26008200645;pfam;372;5
Q8DKP6;1.28541302681;pfam;32;5
P0A8Q0;1.49626398087;pfam;199;5
P0A8Q3;1.51883888245;pfam;194;5
P0AAJ3;4.14352989197;pfam;5531;5
P0AEK7;3.35324311256;pfam;5851;5
P13271;1.4978761673;pfam;373;5
P97253;1.26546406746;pfam;372;5
Q8KRK5;1.30998706818;pfam;300;5
P69054;2.80762600899;pfam;4477;5
P0AC44;2.47172403336;pfam;4477;5
P07471;2.17617917061;pfam;554;5
P37019;5.3905711174;pfam;6857;5
P00125;2.85750412941;pfam;1570;5
P08194;17.2848529816;pfam;160216;5
P11350;3.2105820179;pfam;1335;5
P50369;1.19086480141;pfam;162;5
Q42496;1.27306294441;pfam;147;5
P0C1D4;1.26871800423;pfam;128;5
P49728;3.7541949749;pfam;16981;5
P06030;4.01582193375;pfam;6310;5
P60460;1.44716906548;pfam;569;5
Q99380;1.22253704071;pfam;187;5
P00423;2.56503796577;pfam;527;5
P07470;2.10676193237;pfam;408;5
Q2RQ23;1.62533116341;pfam;372;5
P02947;1.62531614304;pfam;372;5
D0VWV4;2.742208004;pfam;4477;5
A5GZW8;2.24888420105;pfam;488;5
O75324;1.2309191227;pfam;12;5
Q81HW2;2.52302098274;pfam;10270;5
P43457;3.08271598816;pfam;4818;5
P17413;2.53690290451;pfam;4477;5
P83795;2.93918585777;cdd;49;5
P83796;1.18221402168;pfam;147;5
P83798;1.23888802528;pfam;128;5
P07552;1.32712697983;pfam;137;5
P08011;2.71790981293;pfam;3710;5
P02974;3.09728908539;pfam;13358;5
Q7B2Z6;1.29185914993;pfam;16;5
Q9X4B7;3.0221259594;pfam;11293;5
Q12983;1.71685409546;pfam;225;5
Q72EF4;2.44900298119;pfam;1143;5
P0C0Y7;2.59234595299;pfam;7635;5
P0A6M2;2.81903100014;pfam;2277;5
P0ABN1;2.78372693062;pfam;2554;5
P0AEC3;42.1305758953;pfam;317445;5
P40719;22.1618518829;pfam;164510;5
P21865;30.3604109287;pfam;192710;5
Q9RLG7;1.22788286209;pfam;24;5
O31467;2.33470201492;pfam;6463;5
O00198;1.29456019402;pfam;11;5
P0C6T2;1.28747200966;pfam;187;5
Q9P298;2.18884110451;pfam;1318;5
Q96I45;1.38522315025;pfam;115;5
Q9P0S9;2.29786491394;pfam;893;5
P69428;2.57804894447;pfam;6463;5
Q56446;1.33981990814;pfam;106;5
D7AIT1;2.00378394127;pfam;12746;5
B0LJC7;4.10305500031;cdd;352;5
P50637;3.13355588913;pfam;2185;5
Q57130;5.4062371254;pfam;14037;5
P09391;4.32450819016;pfam;10080;5
A5U127;2.97197699547;pfam;3251;5
P20292;2.3658721447;pfam;3710;5
P69380;5.04184603691;pfam;14167;5
Q02761;5.42073702812;pfam;10501;5
P63250;3.66277098656;pfam;1205;5
P0ADZ7;2.68917798996;pfam;3453;5
Q72LA6;1.47108793259;pfam;6;5
P0C0S1;4.79816198349;pfam;14578;5
P54582;6.33848500252;pfam;3902;5
P22179;1.52319288254;pfam;55;5
P17230;1.32787585258;pfam;199;5
P12357;1.47087407112;pfam;277;5
P36886;1.47672915459;pfam;277;5
P38377;5.1163649559;pfam;3734;5
P60058;1.53121399879;pfam;3961;5
P60467;1.50338292122;pfam;569;5
D6R8X8;5.90285301208;pfam;4982;5
P32876;2.61756801605;pfam;4818;5
Q8EKT7;5.44636297226;pfam;6394;5
P07700;7.72056388855;pfam;40260;5
P02920;3.92435312271;pfam;473;5
P04038;1.84564805031;pfam;215;5
P13183;1.41952180862;pfam;167;5
P00430;1.4119720459;pfam;355;5
P10175;1.41487193108;pfam;189;5
P98005;6.89868712425;pfam;23940;5
Q5SLI2;5.44089007378;pfam;21692;5
Q5SH67;3.21754693985;cdd;12;5
P19156;19.2434670925;pfam;34228;5
Q5SMG8;9.03511095047;pfam;42728;5
P21397;6.3072988987;pfam;12751;5
P38383;2.34899091721;pfam;3961;5
Q8YVQ2;1.17421388626;pfam;162;5
P29033;3.4193520546;pfam;1554;5
C4IX13;3.60498189926;pfam;717;5
P12238;1.82002902031;pfam;261;5
P12239;1.2835650444;pfam;234;5
P12240;1.2945458889;pfam;120;5
Q7DGD4;1.31786394119;pfam;192;5
P12241;1.27827596664;pfam;89;5
P12312;1.26660704613;pfam;163;5
P12313;1.2680580616;pfam;128;5
D0VWR5;1.85949110985;pfam;234;5
Q5SKE6;8.80470204353;pfam;6555;5
B3Y963;8.23667693138;pfam;17741;5
Q57837;7.98546600342;pfam;50531;5
P23895;2.92772316933;pfam;5560;5
P19456;16.339329958;pfam;33796;5
Q9KX50;2.44974303246;pfam;78;5
P22289;2.04559016228;pfam;389;5
P08525;1.45870685577;pfam;373;5
Q8TTZ4;14.4576208591;pfam;141947;5
P35874;2.38866496086;pfam;3961;5
B1L914;1.96286511421;pfam;3637;5
Q57817;9.54695510864;cdd;3902;5
P02919;11.2050001621;pfam;23408;5
Q9UBD6;5.62318086624;pfam;6722;5
P63045;2.31321907043;pfam;2619;5
P32851;3.94456291199;pfam;5401;5
P0AG96;2.69803595543;pfam;3961;5
O29777;15.1087691784;pfam;43361;5
P0AG99;2.70532894135;pfam;3637;5
O35433;14.2558178902;pfam;30656;5
Q46705;3.22991704941;pfam;1963;5
P0AC25;3.59225106239;pfam;2522;5
Q8DIQ1;3.74161195755;pfam;583;5
Q8DIF8;3.5774230957;pfam;583;5
Q8DJ43;1.97534513474;pfam;256;5
Q9F1K9;1.84286808968;pfam;253;5
Q9F1R6;1.2572259903;pfam;207;5
Q8DJI1;1.28893184662;pfam;161;5
O27564;5.47940206528;pfam;25412;5
P05310;5.97891592979;pfam;441;5
P12355;2.16358113289;pfam;197;5
P17227;1.34296107292;pfam;242;5
P44741;4.17069411278;pfam;2595;5
Q59646;2.84999918938;pfam;14464;5
P11551;15.8452370167;pfam;160216;5
E5QVT2;3.3098628521;pfam;2791;5
P35462;8.80535387993;pfam;40260;5
P0AGM7;5.59470701218;pfam;8947;5
Q72XQ0;5.70422506332;pfam;10355;5
B9KDD4;4.15226912498;pfam;1033;5
C6E9R4;2.86694002151;pfam;5675;5
C6E9S2;3.27228116989;pfam;6301;5
C5W716;2.50007200241;pfam;6481;5
D8KFM5;2.76167392731;pfam;674;5
P35367;9.99453687668;pfam;40260;5
A9A677;2.15521597862;pfam;5935;5
Q5SJ80;3.38260412216;pfam;10006;5
P82543;1.19017004967;pfam;15;5
Q9KPL5;5.07669591904;pfam;8256;5
P31547;11.6104750633;pfam;141947;5
Q8RUT8;4.1701669693;pfam;1254;5
O00180;3.93518590927;pfam;10270;5
P56874;2.22253203392;pfam;231;5
Q57556;5.05805397034;pfam;7933;5
Q99T05;3.90060210228;pfam;11338;5
P92506;2.66875505447;pfam;4477;5
C6EL42;21.882641077;pfam;160216;5
Q3U2S8;3.77904295921;pfam;15925;5
Q9K0A9;2.52652287483;pfam;5863;5
P21616;7.57965898514;pfam;1891;5
Q8TMG0;2.5128800869;pfam;1619;5
P13738;4.58309388161;pfam;2289;5
O75844;5.6445069313;pfam;12347;5
Q9NRK6;40.3542709351;pfam;303957;5
O67305;3.81824207306;pfam;3750;5
H6LFT0;3.01440906525;pfam;4818;5
F5L478;5.96884703636;pfam;15925;5
P57789;4.45312690735;pfam;10270;5
Q72IM4;6.1649389267;pfam;18343;5
P18239;6.84120392799;pfam;17949;5
Q6LZY8;3.60371494293;pfam;13066;5
Q98GN8;5.75646901131;pfam;40119;5
P08483;9.35300183296;pfam;40260;5
P63235;7.75921797752;pfam;19553;5
