P40223;13.3175060749;pfam;25313;5
O75581;51.4753639698;pfam;11297;5
P10912;6.97664403915;pfam;25562;5
Q14392;31.1317059994;pfam;42764;5
Q8BND5;6.38470888138;pfam;25398;5
Q92956;3.20198702812;pfam;2184;5
Q9Y3P8;1.75914907455;pfam;289;5
P97797;6.94230985641;pfam;36484;5
Q7KYR7;8.81005501747;pfam;43900;5
Q9QUN7;24.7491178513;pfam;50294;5
Q9UIB8;3.38260602951;pfam;5213;5
P32361;25.1636040211;pfam;157577;5
P24071;6.41681003571;pfam;18976;5
P20023;50.5143089294;pfam;7795;5
Q9Y6N7;41.0598058701;pfam;40505;5
P78504;35.0604670048;pfam;19490;5
Q9Y286;9.44890618324;pfam;46657;5
Q9UGT4;8.44867610931;pfam;13120;5
Q29983;3.92755413055;pfam;10393;5
Q15155;9.40786290169;pfam;10541;5
P23188;9.0100710392;pfam;24129;5
P15379;6.03757190704;pfam;1772;5
O60279;4.61277389526;pfam;8924;5
Q9FL28;71.7914450169;pfam;199664;5
P78310;8.71280217171;pfam;45129;5
Q9UGN4;4.88696098328;pfam;29899;5
Q8NAU1;6.12962007523;pfam;25217;5
A6NI73;7.08891010284;pfam;21290;5
Q68D85;4.13144803047;pfam;8558;5
O14763;4.26773500443;pfam;5879;5
Q6UXL0;3.52311086655;pfam;1455;5
P19235;6.82388591766;pfam;25436;5
P15514;13.8815641403;cdd;26332;5
Q03600;12.5418159962;pfam;3947;5
P36888;12.9642760754;pfam;39784;5
Q92823;42.70520401;pfam;54886;5
O43493;133.96329093;uniref;203;5
Q19319;168.712692022;pfam;14986;5
P97708;4.30847001076;pfam;3996;5
Q12913;29.5523381233;pfam;31111;5
P18614;14.9092810154;pfam;11489;5
Q62230;213.58900094;pfam;61616;5
O94856;43.3323550224;pfam;53079;5
P48357;6.67705488205;pfam;432;5
Q9P246;5.23456501961;pfam;4779;5
P34374;9.48737192154;pfam;24012;5
Q63373;4.52782201767;pfam;5839;5
P12318;5.7093629837;pfam;18976;5
O08545;2.82276582718;pfam;678;5
Q23534;5.07583785057;pfam;4627;5
P43489;3.26520991325;pfam;2184;5
P04234;2.44559717178;pfam;474;5
P03188;4.88852596283;pfam;199;5
Q96JA1;42.7899610996;pfam;62578;5
P26342;5.94848513603;pfam;3996;5
Q12396;3.14207386971;pfam;932;5
P04629;22.1722631454;pfam;96071;5
Q9NY47;12.0674021244;pfam;16178;5
Q969P0;13.1713399887;pfam;29749;5
P40238;8.41091012955;pfam;25436;5
Q8VHY0;29.7535910606;pfam;5874;5
Q13797;12.0357298851;pfam;7767;5
P34910;9.56721401215;cdd;4443;5
Q13683;11.9601199627;pfam;3905;5
P35546;15.483923912;pfam;48758;5
Q62765;8.07907104492;pfam;11694;5
P23229;12.8041141033;pfam;7767;5
O43155;25.5212221146;pfam;67417;5
Q9UKJ1;4.01180100441;pfam;29749;5
P09758;3.34466195107;pfam;1954;5
Q13508;3.2781188488;pfam;799;5
