Q9JMH6;11.3784139156;pfam;54187;5
Q9D552;4.04687714577;pfam;7039;5
Q02197;4.86711406708;pfam;420;5
Q9I969;3.85165810585;pfam;548;5
P36632;3.59338498116;pfam;41;5
P0A1R2;3.84330892563;pfam;6839;5
Q9VXH6;7.40331602097;pfam;3464;5
Q9U7E0;27.8315479755;pfam;96213;5
Q9X895;4.69585108757;pfam;758;5
P40581;1.84095597267;pfam;4961;5
Q9URY5;6.32101011276;pfam;25416;5
Q9UTE1;5.45692515373;pfam;24510;5
Q9APM5;7.98190999031;pfam;23122;5
P62371;6.73155808449;pfam;18817;5
Q8K4K2;18.5988698006;pfam;157530;5
Q8R316;4.18739485741;pfam;8812;5
O74436;5.944190979;cdd;454;5
P87314;28.449887991;pfam;67299;5
P0A6L4;4.55969810486;pfam;11069;5
Q9P7L4;4.04358506203;pfam;14122;5
P40571;1.91667819023;pfam;810;5
O94443;7.10333609581;pfam;17140;5
P40005;2.23255395889;pfam;2089;5
Q986B5;7.96355295181;pfam;7741;5
P21580;5.0055410862;pfam;4021;5
Q9AGY7;3.22449612617;pfam;3789;5
Q07980;12.9359087944;pfam;165757;5
O95411;22.3596081734;uniref;19;5
Q9LIE5;6.36814618111;pfam;6104;5
Q9N2M8;6.27533483505;pfam;133;5
Q9X1B9;1.86526799202;pfam;3833;5
Q15542;29.7320699692;pfam;67267;5
Q9UR24;16.6362838745;pfam;96213;5
Q9BYE7;3.46249604225;pfam;7653;5
Q9SYK4;8.49738883972;pfam;27168;5
P38222;3.75169086456;pfam;13490;5
Q84JU4;3.49051904678;pfam;9556;5
O70279;3.86257600784;pfam;420;5
O67258;6.08653283119;pfam;21273;5
Q9US38;5.45530509949;pfam;17997;5
P87060;27.4663469791;pfam;82334;5
P34217;4.42157411575;pfam;9320;5
Q12508;3.23941493034;pfam;2078;5
Q9HDY5;2.31516909599;cdd;178;5
Q90415;4.50794100761;pfam;7145;5
Q15596;13.0266439915;pfam;17324;5
Q7PLI2;11.7291629314;pfam;560;5
Q8IEF6;3.4925339222;pfam;5230;5
P84308;3.45621991158;pfam;17850;5
O81316;4.61625099182;pfam;2182;5
O74999;10.7837190628;cdd;22746;5
Q09888;2.84640407562;pfam;456;5
Q12330;2.51795005798;pfam;7103;5
Q9USY2;16.2057490349;pfam;50357;5
O59805;7.49181199074;pfam;17089;5
Q6VUP9;2.82636904716;pfam;389;5
Q92551;4.36561512947;pfam;1562;5
Q89B04;6.63507294655;pfam;9641;5
O00471;3.87432098389;pfam;613;5
Q8TAT5;3.92478203773;pfam;10578;5
P38219;6.55693984032;pfam;36077;5
Q56P03;1.95897722244;pfam;225;5
P0DJO8;1.76771092415;pfam;28;5
P96693;4.47056293488;pfam;13206;5
O60099;2.92452979088;pfam;207;5
Q6K498;4.33014202118;pfam;24400;5
O94913;9.24862504005;pfam;1428;5
Q09868;4.09789299965;pfam;13551;5
P32199;8.91387605667;pfam;33329;5
Q06819;2.42322802544;pfam;370;5
P32569;3.78162097931;pfam;361;5
O13982;28.2978022099;pfam;67233;5
P10622;2.35563087463;pfam;2285;5
Q68J44;3.56622815132;pfam;9556;5
P9WPP9;11.7858099937;pfam;60072;5
Q1DB04;2.73133611679;pfam;4976;5
P56926;6.11879611015;pfam;13291;5
O13978;2.40121293068;pfam;324;5
P0C058;3.2626991272;pfam;11492;5
P15034;6.82873797417;pfam;20412;5
Q8SVT3;3.43058681488;pfam;24347;5
O13826;1.49399399757;pfam;1264;5
Q9DCB4;5.65558409691;pfam;4628;5
Q9ZPQ3;2.78940796852;pfam;316;5
Q14839;43.5411949158;pfam;114004;5
Q9UTC5;2.0178937912;pfam;3062;5
Q9BWX1;3.57916903496;pfam;1960;5
P14900;7.20569109917;pfam;25364;5
P52892;9.9034371376;pfam;54274;5
P47027;4.78852915764;pfam;9595;5
P40561;5.86708307266;pfam;44487;5
Q5F3T7;9.22317504883;pfam;44487;5
A6SX19;3.12362790108;pfam;3092;5
Q9UST1;18.848662138;pfam;157530;5
Q9LKX9;5.43519496918;pfam;495;5
P58797;5.23709988594;pfam;2509;5
Q9Y7Z3;2.49948215485;pfam;2525;5
Q8IWZ3;89.16248703;pfam;79679;5
Q9ZR12;16.2813990116;cdd;101374;5
P34427;5.37173485756;pfam;2920;5
P70501;7.75538110733;pfam;16896;5
P40830;4.48193097115;pfam;1258;5
Q9UHQ1;5.17820906639;pfam;3435;5
P32525;4.58559298515;pfam;12711;5
Q63398;4.39220690727;pfam;4694;5
Q96PU5;13.7347121239;pfam;32436;5
P33697;7.91291499138;pfam;62793;5
Q91904;3.85389184952;pfam;5521;5
Q9WU12;1.27216291428;pfam;37;5
O53079;4.71402788162;pfam;425;5
Q1MTQ0;4.26614308357;pfam;7953;5
O43781;23.1709570885;pfam;157530;5
Q9Y7Y5;2.6794090271;pfam;803;5
Q9Y7K6;5.7094540596;pfam;25236;5
Q62722;2.74253582954;pfam;172;5
Q9XUB2;4.04343914986;pfam;7852;5
O43148;3.38578987122;pfam;648;5
Q94KE2;278.008526802;uniref;135;5
Q9C0J8;53.9635879993;pfam;82449;5
P53397;5.06211209297;pfam;14381;5
Q12297;2.31397104263;pfam;968;5
Q7Z2X4;1.80521798134;pfam;233;5
P56601;6.25350880623;pfam;12751;5
P32427;6.37607598305;pfam;12532;5
O94612;3.4261341095;pfam;8227;5
Q9V3K3;4.66826796532;pfam;694;5
O53077;2.30234408379;pfam;723;5
Q7VIM2;5.91646289825;pfam;9774;5
O09053;22.6748249531;pfam;109221;5
Q9CQ84;2.99149394035;pfam;9037;5
P38772;3.20028781891;pfam;1759;5
Q9FXA3;3.39387989044;pfam;17853;5
Q56198;5.17034506798;pfam;14428;5
Q8NRZ4;6.95502901077;pfam;7469;5
Q22292;3.19546508789;pfam;2145;5
Q13835;5.64779400826;pfam;5050;5
Q9FLT2;3.49520683289;pfam;1562;5
P80197;8.12676692009;pfam;7077;5
P25043;4.06104302406;pfam;8710;5
P32396;4.0348918438;pfam;3535;5
O14323;5.70392179489;cdd;205;5
P23996;4.55998015404;pfam;13334;5
P38237;10.4736421108;pfam;22175;5
P0A7B8;3.14471292496;pfam;8702;5
Q969G3;3.87846302986;pfam;8594;5
P33694;9.06102800369;cdd;61533;5
Q9SEI2;10.4762570858;pfam;48738;5
Q9UT12;2.72980809212;pfam;5014;5
O34877;6.90111112595;pfam;15839;5
Q9SU25;3.84830093384;pfam;362;5
Q9CJ45;3.14168405533;pfam;448;5
Q9CPR8;3.26920008659;pfam;2332;5
Q7RTN6;22.5165600777;pfam;157530;5
P32169;3.62822914124;pfam;8386;5
P95435;1.32890486717;pfam;25;5
Q9ZWA6;11.8717360497;pfam;22401;5
Q60974;21.1455988884;pfam;15901;5
O32449;4.40614008904;pfam;11883;5
P12994;3.0296959877;pfam;4697;5
Q7URC7;7.32034492493;pfam;7424;5
Q9WVL5;6.6671359539;pfam;11775;5
Q940D0;17.4670360088;pfam;192251;5
Q09666;159.679161072;cdd;41117;5
O60177;15.7045769691;pfam;103407;5
Q27850;2.92302012444;pfam;1115;5
Q8VHK2;38.1905260086;pfam;78310;5
Q8N9N8;1.83042907715;pfam;2119;5
Q9Y5B0;6.88397288322;pfam;5948;5
Q08168;8.3985979557;pfam;53264;5
P0A7D4;4.8684399128;pfam;3684;5
P82998;4.92269992828;pfam;27079;5
Q9X0C8;4.57594180107;pfam;24766;5
P40805;5.52601599693;pfam;33460;5
Q6FYU5;7.12004208565;pfam;18817;5
O74342;10.7129368782;cdd;26377;5
O95749;4.71706414223;pfam;11476;5
Q8XLP3;6.40334415436;pfam;9774;5
P55913;5.27398109436;pfam;4966;5
P39976;7.88969898224;pfam;26361;5
Q86UV5;9.72066712379;pfam;12331;5
Q6P2C8;2.05555582047;pfam;216;5
Q08182;2.37962698936;pfam;8351;5
Q03750;2.89110708237;pfam;431;5
Q42479;26.6096470356;pfam;176703;5
Q9ZHY3;5.3044989109;pfam;22913;5
O94506;2.26788020134;pfam;464;5
Q8D2X6;11.1010859013;pfam;30183;5
P56690;14.394867897;pfam;17315;5
Q9W704;2.37744522095;pfam;262;5
Q3UTQ7;29.3586640358;pfam;30781;5
Q9AGJ6;5.79296803474;pfam;1275;5
Q09739;2.82825684547;pfam;418;5
O32848;3.30592989922;pfam;4212;5
O34777;3.66350889206;pfam;20163;5
Q99LZ3;2.90404605865;pfam;1420;5
P55818;2.62695097923;pfam;171;5
Q9UTB3;5.17862796783;pfam;6300;5
P0A2W5;5.16386795044;pfam;38191;5
Q95YM8;9.28610301018;pfam;1438;5
Q38897;4.00205612183;pfam;3396;5
