Q8T1G4;32.6932330132;uniref;17;5
P29725;2.59366607666;pfam;2213;5
O95711;2.06929707527;pfam;1574;5
O95750;2.67620205879;pfam;1615;5
A8CL69;1.41492009163;pfam;31;5
Q2YK18;1.38667702675;pfam;209;5
Q90WJ9;6.58880186081;cdd;946;5
P08307;3.44260382652;pfam;7343;5
Q96I82;9.81577682495;pfam;25335;5
Q95P08;6.40759396553;pfam;776;5
Q2FZL3;2.2242500782;pfam;30;5
Q39688;4.38657212257;pfam;4923;5
Q9Y5Q6;2.16439795494;pfam;946;5
Q96CG8;23.1650249958;pfam;15235;5
Q7TMF5;5.62759995461;pfam;6369;5
Q9GQV7;23.2172079086;uniref;2;5
Q6UX39;35.5740098953;uniref;75;5
P83313;1.20498418808;pfam;7;5
O96910;1.21751689911;pfam;4;5
Q8BHN3;10.6981749535;pfam;6422;5
Q8GPG1;2.00743913651;pfam;327;5
P35811;3.80148386955;pfam;804;5
Q9NWM8;5.13190412521;pfam;35489;5
P33219;1.31852293015;pfam;84;5
Q47898;4.23465299606;pfam;2614;5
P05117;5.1276781559;pfam;5086;5
Q6T6C1;7.57566618919;cdd;6436;5
P23044;3.80607199669;pfam;7912;5
Q92563;4.2656109333;pfam;5587;5
P68802;1.28640699387;pfam;27;5
P01076;1.36791682243;pfam;20;5
P52798;2.45157384872;pfam;678;5
Q8MVA6;18.629130125;uniref;28;5
Q9STQ3;18.7557001114;uniref;29;5
P82592;1.27122998238;pfam;97;5
P0A3V1;4.503013134;pfam;15529;5
P83673;1.82923293114;pfam;217;5
Q6UXB1;1.80501699448;pfam;136;5
Q79F14;1.85667610168;pfam;743;5
P08191;2.56693100929;pfam;6115;5
O14773;7.62100791931;pfam;24047;5
Q9UKZ9;7.65182590485;pfam;8755;5
P58499;6.8543651104;cdd;721;5
O42807;3.81825494766;pfam;6071;5
Q9NPH0;4.82220697403;pfam;4627;5
B0JFB8;1.22684597969;pfam;13;5
Q9DGI0;2.84540009499;pfam;2744;5
P49125;5.70135593414;cdd;199;5
Q2FXC3;3.36036109924;pfam;27955;5
P39844;5.74316310883;pfam;2684;5
Q25255;4.91583991051;pfam;4113;5
B5LZ79;2.00467896461;pfam;642;5
Q8NBK3;4.48183298111;pfam;7968;5
P55929;4.67467904091;pfam;16114;5
P08949;1.47620582581;pfam;181;5
P83618;2.91677808762;pfam;2458;5
Q57449;4.19473695755;pfam;6564;5
Q8J0I9;4.85240411758;pfam;1574;5
P27477;5.65740704536;pfam;28888;5
Q8HYA9;2.21727895737;pfam;793;5
Q8N474;3.46159315109;pfam;3433;5
Q6UXB2;1.30893397331;pfam;59;5
Q9JLA3;15.933891058;pfam;537;5
Q6YZY5;3.59993696213;pfam;2976;5
Q9TT95;1.37970805168;pfam;132;5
P24807;1.34054899216;pfam;100;5
Q15465;3.10307502747;pfam;617;5
Q2KJF1;14.0182960033;pfam;21290;5
Q8MMH3;4.53761291504;pfam;1358;5
Q868Z9;55.2739548683;pfam;33186;5
Q47474;4.31163215637;pfam;3858;5
O60844;2.34571194649;pfam;1437;5
Q9SLP4;3.46652793884;pfam;10256;5
Q6UW78;1.33744502068;pfam;93;5
Q96HE7;4.78118491173;pfam;590;5
P98066;5.798568964;pfam;9029;5
P27424;1.55800700188;pfam;158;5
Q8MMH5;16.9096770287;uniref;2;5
Q26643;5.07308721542;pfam;704;5
P08171;7.47317886353;pfam;11694;5
Q9BZR6;16.4364550114;pfam;42421;5
O48540;4.86099600792;pfam;7912;5
Q3V1G4;5.07323908806;pfam;1166;5
P00750;12.9944710732;pfam;38090;5
P0C1X6;17.1235430241;uniref;3;5
